county,candidate,votes,office,party,district
Umatilla,Misc.,47,Secretary of State,R,
Union,Misc.,32,Secretary of State,R,
Wallowa,Misc.,9,Secretary of State,R,
Wasco,Misc.,29,Secretary of State,R,
Washington,Misc.,665,Secretary of State,R,
Wheeler,Misc.,3,Secretary of State,R,
Yamhill,Misc.,108,Secretary of State,R,
Total,Misc.,3625,Secretary of State,R,
Clatsop,Army (Armidia) Murray,1235,US House of Representatives,R,1
Columbia,Army (Armidia) Murray,1950,US House of Representatives,R,1
Multnomah,Army (Armidia) Murray,551,US House of Representatives,R,1
Washington,Army (Armidia) Murray,12489,US House of Representatives,R,1
Yamhill,Army (Armidia) Murray,4284,US House of Representatives,R,1
Total,Army (Armidia) Murray,20509,US House of Representatives,R,1
Clatsop,Christopher C Christensen,1879,US House of Representatives,R,1
Columbia,Christopher C Christensen,2890,US House of Representatives,R,1
Multnomah,Christopher C Christensen,832,US House of Representatives,R,1
Washington,Christopher C Christensen,16642,US House of Representatives,R,1
Yamhill,Christopher C Christensen,5174,US House of Representatives,R,1
Total,Christopher C Christensen,27417,US House of Representatives,R,1
Clatsop,Misc.,56,US House of Representatives,R,1
Columbia,Misc.,84,US House of Representatives,R,1
Multnomah,Misc.,86,US House of Representatives,R,1
Washington,Misc.,781,US House of Representatives,R,1
Yamhill,Misc.,155,US House of Representatives,R,1
Total,Misc.,1162,US House of Representatives,R,1
Baker,Mark R Roberts,31,US House of Representatives,R,2
Crook,Mark R Roberts,60,US House of Representatives,R,2
Deschutes,Mark R Roberts,188,US House of Representatives,R,2
Gilliam,Mark R Roberts,9,US House of Representatives,R,2
Grant,Mark R Roberts,12,US House of Representatives,R,2
Harney,Mark R Roberts,6,US House of Representatives,R,2
Hood River,Mark R Roberts,44,US House of Representatives,R,2
Jackson,Mark R Roberts,260,US House of Representatives,R,2
Jefferson,Mark R Roberts,46,US House of Representatives,R,2
Josephine,Mark R Roberts,96,US House of Representatives,R,2
Klamath,Mark R Roberts,147,US House of Representatives,R,2
Lake,Mark R Roberts,16,US House of Representatives,R,2
Malheur,Mark R Roberts,33,US House of Representatives,R,2
Morrow,Mark R Roberts,38,US House of Representatives,R,2
Sherman,Mark R Roberts,4,US House of Representatives,R,2
Umatilla,Mark R Roberts,167,US House of Representatives,R,2
Union,Mark R Roberts,85,US House of Representatives,R,2
Wallowa,Mark R Roberts,37,US House of Representatives,R,2
Wasco,Mark R Roberts,54,US House of Representatives,R,2
Wheeler,Mark R Roberts,3,US House of Representatives,R,2
Total,Mark R Roberts,1336,US House of Representatives,R,2
Baker,Knute C Buehler,646,US House of Representatives,R,2
Crook,Knute C Buehler,1238,US House of Representatives,R,2
Deschutes,Knute C Buehler,8951,US House of Representatives,R,2
Gilliam,Knute C Buehler,78,US House of Representatives,R,2
Grant,Knute C Buehler,363,US House of Representatives,R,2
Harney,Knute C Buehler,225,US House of Representatives,R,2
Hood River,Knute C Buehler,585,US House of Representatives,R,2
Jackson,Knute C Buehler,4163,US House of Representatives,R,2
Jefferson,Knute C Buehler,922,US House of Representatives,R,2
Josephine,Knute C Buehler,1608,US House of Representatives,R,2
Klamath,Knute C Buehler,2233,US House of Representatives,R,2
Lake,Knute C Buehler,315,US House of Representatives,R,2
Malheur,Knute C Buehler,370,US House of Representatives,R,2
Morrow,Knute C Buehler,338,US House of Representatives,R,2
Sherman,Knute C Buehler,88,US House of Representatives,R,2
Umatilla,Knute C Buehler,2119,US House of Representatives,R,2
Union,Knute C Buehler,979,US House of Representatives,R,2
Wallowa,Knute C Buehler,428,US House of Representatives,R,2
Wasco,Knute C Buehler,697,US House of Representatives,R,2
Wheeler,Knute C Buehler,59,US House of Representatives,R,2
Total,Knute C Buehler,26405,US House of Representatives,R,2
Baker,Cliff Bentz,1789,US House of Representatives,R,2
Crook,Cliff Bentz,1398,US House of Representatives,R,2
Deschutes,Cliff Bentz,6789,US House of Representatives,R,2
Gilliam,Cliff Bentz,227,US House of Representatives,R,2
Grant,Cliff Bentz,998,US House of Representatives,R,2
Harney,Cliff Bentz,1536,US House of Representatives,R,2
Hood River,Cliff Bentz,597,US House of Representatives,R,2
Jackson,Cliff Bentz,5273,US House of Representatives,R,2
Jefferson,Cliff Bentz,1071,US House of Representatives,R,2
Josephine,Cliff Bentz,1731,US House of Representatives,R,2
Klamath,Cliff Bentz,3729,US House of Representatives,R,2
Lake,Cliff Bentz,874,US House of Representatives,R,2
Malheur,Cliff Bentz,3074,US House of Representatives,R,2
Morrow,Cliff Bentz,749,US House of Representatives,R,2
Sherman,Cliff Bentz,302,US House of Representatives,R,2
Umatilla,Cliff Bentz,3112,US House of Representatives,R,2
Union,Cliff Bentz,1861,US House of Representatives,R,2
Wallowa,Cliff Bentz,1035,US House of Representatives,R,2
Wasco,Cliff Bentz,1144,US House of Representatives,R,2
Wheeler,Cliff Bentz,199,US House of Representatives,R,2
Total,Cliff Bentz,37488,US House of Representatives,R,2
Baker,Kenneth W Medenbach,7,US House of Representatives,R,2
Crook,Kenneth W Medenbach,5,US House of Representatives,R,2
Deschutes,Kenneth W Medenbach,38,US House of Representatives,R,2
Gilliam,Kenneth W Medenbach,3,US House of Representatives,R,2
Grant,Kenneth W Medenbach,4,US House of Representatives,R,2
Harney,Kenneth W Medenbach,5,US House of Representatives,R,2
Hood River,Kenneth W Medenbach,7,US House of Representatives,R,2
Jackson,Kenneth W Medenbach,47,US House of Representatives,R,2
Jefferson,Kenneth W Medenbach,8,US House of Representatives,R,2
Josephine,Kenneth W Medenbach,18,US House of Representatives,R,2
Klamath,Kenneth W Medenbach,27,US House of Representatives,R,2
Lake,Kenneth W Medenbach,6,US House of Representatives,R,2
Malheur,Kenneth W Medenbach,13,US House of Representatives,R,2
Morrow,Kenneth W Medenbach,12,US House of Representatives,R,2
Sherman,Kenneth W Medenbach,2,US House of Representatives,R,2
Umatilla,Kenneth W Medenbach,33,US House of Representatives,R,2
Union,Kenneth W Medenbach,16,US House of Representatives,R,2
Wallowa,Kenneth W Medenbach,1,US House of Representatives,R,2
Wasco,Kenneth W Medenbach,14,US House of Representatives,R,2
Wheeler,Kenneth W Medenbach,1,US House of Representatives,R,2
Total,Kenneth W Medenbach,267,US House of Representatives,R,2
Baker,Jeff Smith,82,US House of Representatives,R,2
Crook,Jeff Smith,102,US House of Representatives,R,2
Deschutes,Jeff Smith,466,US House of Representatives,R,2
Gilliam,Jeff Smith,9,US House of Representatives,R,2
Grant,Jeff Smith,34,US House of Representatives,R,2
Harney,Jeff Smith,16,US House of Representatives,R,2
Hood River,Jeff Smith,49,US House of Representatives,R,2
Jackson,Jeff Smith,509,US House of Representatives,R,2
Jefferson,Jeff Smith,67,US House of Representatives,R,2
Josephine,Jeff Smith,219,US House of Representatives,R,2
Klamath,Jeff Smith,294,US House of Representatives,R,2
Lake,Jeff Smith,36,US House of Representatives,R,2
Malheur,Jeff Smith,39,US House of Representatives,R,2
Morrow,Jeff Smith,27,US House of Representatives,R,2
Sherman,Jeff Smith,6,US House of Representatives,R,2
Umatilla,Jeff Smith,231,US House of Representatives,R,2
Union,Jeff Smith,215,US House of Representatives,R,2
Wallowa,Jeff Smith,49,US House of Representatives,R,2
Wasco,Jeff Smith,85,US House of Representatives,R,2
Wheeler,Jeff Smith,4,US House of Representatives,R,2
Total,Jeff Smith,2539,US House of Representatives,R,2
Baker,Travis A Fager,153,US House of Representatives,R,2
Crook,Travis A Fager,126,US House of Representatives,R,2
Deschutes,Travis A Fager,642,US House of Representatives,R,2
Gilliam,Travis A Fager,14,US House of Representatives,R,2
Grant,Travis A Fager,54,US House of Representatives,R,2
Harney,Travis A Fager,22,US House of Representatives,R,2
Hood River,Travis A Fager,61,US House of Representatives,R,2
Jackson,Travis A Fager,854,US House of Representatives,R,2
Jefferson,Travis A Fager,71,US House of Representatives,R,2
Josephine,Travis A Fager,347,US House of Representatives,R,2
Klamath,Travis A Fager,342,US House of Representatives,R,2
Lake,Travis A Fager,41,US House of Representatives,R,2
Malheur,Travis A Fager,42,US House of Representatives,R,2
Morrow,Travis A Fager,45,US House of Representatives,R,2
Sherman,Travis A Fager,2,US House of Representatives,R,2
Umatilla,Travis A Fager,306,US House of Representatives,R,2
Union,Travis A Fager,978,US House of Representatives,R,2
Wallowa,Travis A Fager,63,US House of Representatives,R,2
Wasco,Travis A Fager,96,US House of Representatives,R,2
Wheeler,Travis A Fager,6,US House of Representatives,R,2
Total,Travis A Fager,4265,US House of Representatives,R,2
Baker,Justin Livingston,37,US House of Representatives,R,2
Crook,Justin Livingston,65,US House of Representatives,R,2
Deschutes,Justin Livingston,456,US House of Representatives,R,2
Gilliam,Justin Livingston,2,US House of Representatives,R,2
Grant,Justin Livingston,16,US House of Representatives,R,2
Harney,Justin Livingston,10,US House of Representatives,R,2
Hood River,Justin Livingston,25,US House of Representatives,R,2
Jackson,Justin Livingston,292,US House of Representatives,R,2
Jefferson,Justin Livingston,32,US House of Representatives,R,2
Josephine,Justin Livingston,77,US House of Representatives,R,2
Klamath,Justin Livingston,111,US House of Representatives,R,2
Lake,Justin Livingston,10,US House of Representatives,R,2
Malheur,Justin Livingston,13,US House of Representatives,R,2
Morrow,Justin Livingston,11,US House of Representatives,R,2
Sherman,Justin Livingston,2,US House of Representatives,R,2
Umatilla,Justin Livingston,99,US House of Representatives,R,2
Union,Justin Livingston,51,US House of Representatives,R,2
Wallowa,Justin Livingston,10,US House of Representatives,R,2
Wasco,Justin Livingston,27,US House of Representatives,R,2
Wheeler,Justin Livingston,4,US House of Representatives,R,2
Total,Justin Livingston,1350,US House of Representatives,R,2
Baker,Jimmy Crumpacker,698,US House of Representatives,R,2
Crook,Jimmy Crumpacker,1563,US House of Representatives,R,2
Deschutes,Jimmy Crumpacker,5029,US House of Representatives,R,2
Gilliam,Jimmy Crumpacker,56,US House of Representatives,R,2
Grant,Jimmy Crumpacker,266,US House of Representatives,R,2
Harney,Jimmy Crumpacker,164,US House of Representatives,R,2
Hood River,Jimmy Crumpacker,389,US House of Representatives,R,2
Jackson,Jimmy Crumpacker,4956,US House of Representatives,R,2
Jefferson,Jimmy Crumpacker,674,US House of Representatives,R,2
Josephine,Jimmy Crumpacker,1613,US House of Representatives,R,2
Klamath,Jimmy Crumpacker,2388,US House of Representatives,R,2
Lake,Jimmy Crumpacker,266,US House of Representatives,R,2
Malheur,Jimmy Crumpacker,217,US House of Representatives,R,2
Morrow,Jimmy Crumpacker,238,US House of Representatives,R,2
Sherman,Jimmy Crumpacker,44,US House of Representatives,R,2
Umatilla,Jimmy Crumpacker,1288,US House of Representatives,R,2
Union,Jimmy Crumpacker,790,US House of Representatives,R,2
Wallowa,Jimmy Crumpacker,171,US House of Representatives,R,2
Wasco,Jimmy Crumpacker,611,US House of Representatives,R,2
Wheeler,Jimmy Crumpacker,86,US House of Representatives,R,2
Total,Jimmy Crumpacker,21507,US House of Representatives,R,2
Baker,Glenn Carey,5,US House of Representatives,R,2
Crook,Glenn Carey,9,US House of Representatives,R,2
Deschutes,Glenn Carey,37,US House of Representatives,R,2
Gilliam,Glenn Carey,1,US House of Representatives,R,2
Grant,Glenn Carey,3,US House of Representatives,R,2
Harney,Glenn Carey,0,US House of Representatives,R,2
Hood River,Glenn Carey,12,US House of Representatives,R,2
Jackson,Glenn Carey,43,US House of Representatives,R,2
Jefferson,Glenn Carey,5,US House of Representatives,R,2
Josephine,Glenn Carey,12,US House of Representatives,R,2
Klamath,Glenn Carey,71,US House of Representatives,R,2
Lake,Glenn Carey,5,US House of Representatives,R,2
Malheur,Glenn Carey,3,US House of Representatives,R,2
Morrow,Glenn Carey,5,US House of Representatives,R,2
Sherman,Glenn Carey,1,US House of Representatives,R,2
Umatilla,Glenn Carey,46,US House of Representatives,R,2
Union,Glenn Carey,10,US House of Representatives,R,2
Wallowa,Glenn Carey,5,US House of Representatives,R,2
Wasco,Glenn Carey,9,US House of Representatives,R,2
Wheeler,Glenn Carey,1,US House of Representatives,R,2
Total,Glenn Carey,283,US House of Representatives,R,2
Baker,David R Campbell,11,US House of Representatives,R,2
Crook,David R Campbell,12,US House of Representatives,R,2
Deschutes,David R Campbell,57,US House of Representatives,R,2
Gilliam,David R Campbell,1,US House of Representatives,R,2
Grant,David R Campbell,10,US House of Representatives,R,2
Harney,David R Campbell,3,US House of Representatives,R,2
Hood River,David R Campbell,18,US House of Representatives,R,2
Jackson,David R Campbell,85,US House of Representatives,R,2
Jefferson,David R Campbell,12,US House of Representatives,R,2
Josephine,David R Campbell,30,US House of Representatives,R,2
Klamath,David R Campbell,45,US House of Representatives,R,2
Lake,David R Campbell,4,US House of Representatives,R,2
Malheur,David R Campbell,10,US House of Representatives,R,2
Morrow,David R Campbell,14,US House of Representatives,R,2
Sherman,David R Campbell,3,US House of Representatives,R,2
Umatilla,David R Campbell,55,US House of Representatives,R,2
Union,David R Campbell,25,US House of Representatives,R,2
Wallowa,David R Campbell,4,US House of Representatives,R,2
Wasco,David R Campbell,17,US House of Representatives,R,2
Wheeler,David R Campbell,2,US House of Representatives,R,2
Total,David R Campbell,418,US House of Representatives,R,2
Baker,Jason A Atkinson,126,US House of Representatives,R,2
Crook,Jason A Atkinson,312,US House of Representatives,R,2
Deschutes,Jason A Atkinson,2419,US House of Representatives,R,2
Gilliam,Jason A Atkinson,9,US House of Representatives,R,2
Grant,Jason A Atkinson,41,US House of Representatives,R,2
Harney,Jason A Atkinson,29,US House of Representatives,R,2
Hood River,Jason A Atkinson,127,US House of Representatives,R,2
Jackson,Jason A Atkinson,12508,US House of Representatives,R,2
Jefferson,Jason A Atkinson,203,US House of Representatives,R,2
Josephine,Jason A Atkinson,3577,US House of Representatives,R,2
Klamath,Jason A Atkinson,2330,US House of Representatives,R,2
Lake,Jason A Atkinson,166,US House of Representatives,R,2
Malheur,Jason A Atkinson,77,US House of Representatives,R,2
Morrow,Jason A Atkinson,63,US House of Representatives,R,2
Sherman,Jason A Atkinson,21,US House of Representatives,R,2
Umatilla,Jason A Atkinson,589,US House of Representatives,R,2
Union,Jason A Atkinson,334,US House of Representatives,R,2
Wallowa,Jason A Atkinson,135,US House of Representatives,R,2
Wasco,Jason A Atkinson,196,US House of Representatives,R,2
Wheeler,Jason A Atkinson,12,US House of Representatives,R,2
Total,Jason A Atkinson,23274,US House of Representatives,R,2
Baker,Misc.,13,US House of Representatives,R,2
Crook,Misc.,9,US House of Representatives,R,2
Deschutes,Misc.,115,US House of Representatives,R,2
Gilliam,Misc.,1,US House of Representatives,R,2
Grant,Misc.,4,US House of Representatives,R,2
Harney,Misc.,5,US House of Representatives,R,2
Hood River,Misc.,11,US House of Representatives,R,2
Jackson,Misc.,114,US House of Representatives,R,2
Jefferson,Misc.,8,US House of Representatives,R,2
Josephine,Misc.,38,US House of Representatives,R,2
Klamath,Misc.,48,US House of Representatives,R,2
Lake,Misc.,6,US House of Representatives,R,2
Malheur,Misc.,6,US House of Representatives,R,2
Morrow,Misc.,4,US House of Representatives,R,2
Sherman,Misc.,0,US House of Representatives,R,2
Umatilla,Misc.,27,US House of Representatives,R,2
Union,Misc.,19,US House of Representatives,R,2
Wallowa,Misc.,6,US House of Representatives,R,2
Wasco,Misc.,14,US House of Representatives,R,2
Wheeler,Misc.,2,US House of Representatives,R,2
Total,Misc.,450,US House of Representatives,R,2
Clackamas,Frank Hecker,1342,US House of Representatives,R,3
Multnomah,Frank Hecker,2805,US House of Representatives,R,3
Total,Frank Hecker,4147,US House of Representatives,R,3
Clackamas,Tom Harrison,2595,US House of Representatives,R,3
Multnomah,Tom Harrison,5156,US House of Representatives,R,3
Total,Tom Harrison,7751,US House of Representatives,R,3
Clackamas,Joanna Harbour,6806,US House of Representatives,R,3
Multnomah,Joanna Harbour,14308,US House of Representatives,R,3
Total,Joanna Harbour,21114,US House of Representatives,R,3
Clackamas,Misc.,100,US House of Representatives,R,3
Multnomah,Misc.,512,US House of Representatives,R,3
Total,Misc.,612,US House of Representatives,R,3
Benton,Alek Skarlatos,3556,US House of Representatives,R,4
Coos,Alek Skarlatos,6730,US House of Representatives,R,4
Curry,Alek Skarlatos,2871,US House of Representatives,R,4
Douglas,Alek Skarlatos,15341,US House of Representatives,R,4
Josephine,Alek Skarlatos,4082,US House of Representatives,R,4
Lane,Alek Skarlatos,24102,US House of Representatives,R,4
Linn,Alek Skarlatos,13917,US House of Representatives,R,4
Total,Alek Skarlatos,70599,US House of Representatives,R,4
Benton,Nelson Ijih,799,US House of Representatives,R,4
Coos,Nelson Ijih,851,US House of Representatives,R,4
Curry,Nelson Ijih,371,US House of Representatives,R,4
Douglas,Nelson Ijih,1922,US House of Representatives,R,4
Josephine,Nelson Ijih,532,US House of Representatives,R,4
Lane,Nelson Ijih,3786,US House of Representatives,R,4
Linn,Nelson Ijih,2064,US House of Representatives,R,4
Total,Nelson Ijih,10325,US House of Representatives,R,4
Benton,Misc.,53,US House of Representatives,R,4
Coos,Misc.,75,US House of Representatives,R,4
Curry,Misc.,25,US House of Representatives,R,4
Douglas,Misc.,107,US House of Representatives,R,4
Josephine,Misc.,49,US House of Representatives,R,4
Lane,Misc.,355,US House of Representatives,R,4
Linn,Misc.,116,US House of Representatives,R,4
Total,Misc.,780,US House of Representatives,R,4
Benton,Angela Roman,116,US House of Representatives,R,5
Clackamas,Angela Roman,2287,US House of Representatives,R,5
Lincoln,Angela Roman,406,US House of Representatives,R,5
Marion,Angela Roman,2256,US House of Representatives,R,5
Multnomah,Angela Roman,32,US House of Representatives,R,5
Polk,Angela Roman,768,US House of Representatives,R,5
Tillamook,Angela Roman,290,US House of Representatives,R,5
Total,Angela Roman,6155,US House of Representatives,R,5
Benton,Amy Ryan Courser,968,US House of Representatives,R,5
Clackamas,Amy Ryan Courser,15715,US House of Representatives,R,5
Lincoln,Amy Ryan Courser,2116,US House of Representatives,R,5
Marion,Amy Ryan Courser,15944,US House of Representatives,R,5
Multnomah,Amy Ryan Courser,233,US House of Representatives,R,5
Polk,Amy Ryan Courser,4893,US House of Representatives,R,5
Tillamook,Amy Ryan Courser,1548,US House of Representatives,R,5
Total,Amy Ryan Courser,41417,US House of Representatives,R,5
Benton,G Shane Dinkel,367,US House of Representatives,R,5
Clackamas,G Shane Dinkel,5801,US House of Representatives,R,5
Lincoln,G Shane Dinkel,1367,US House of Representatives,R,5
Marion,G Shane Dinkel,5280,US House of Representatives,R,5
Multnomah,G Shane Dinkel,103,US House of Representatives,R,5
Polk,G Shane Dinkel,1940,US House of Representatives,R,5
Tillamook,G Shane Dinkel,768,US House of Representatives,R,5
Total,G Shane Dinkel,15626,US House of Representatives,R,5
Benton,Joey Nations,206,US House of Representatives,R,5
Clackamas,Joey Nations,3490,US House of Representatives,R,5
Lincoln,Joey Nations,630,US House of Representatives,R,5
Marion,Joey Nations,6692,US House of Representatives,R,5
Multnomah,Joey Nations,48,US House of Representatives,R,5
Polk,Joey Nations,2010,US House of Representatives,R,5
Tillamook,Joey Nations,458,US House of Representatives,R,5
Total,Joey Nations,13534,US House of Representatives,R,5
Benton,Misc.,18,US House of Representatives,R,5
Clackamas,Misc.,362,US House of Representatives,R,5
Lincoln,Misc.,57,US House of Representatives,R,5
Marion,Misc.,421,US House of Representatives,R,5
Multnomah,Misc.,6,US House of Representatives,R,5
Polk,Misc.,105,US House of Representatives,R,5
Tillamook,Misc.,34,US House of Representatives,R,5
Total,Misc.,1003,US House of Representatives,R,5
Baker,Donald J Trump,3378,President,R,
Benton,Donald J Trump,5562,President,R,
Clackamas,Donald J Trump,38697,President,R,
Clatsop,Donald J Trump,3789,President,R,
Columbia,Donald J Trump,5974,President,R,
Coos,Donald J Trump,8000,President,R,
Crook,Donald J Trump,4681,President,R,
Curry,Donald J Trump,3492,President,R,
Deschutes,Donald J Trump,21964,President,R,
Douglas,Donald J Trump,16684,President,R,
Gilliam,Donald J Trump,384,President,R,
Grant,Donald J Trump,1769,President,R,
Harney,Donald J Trump,1953,President,R,
Hood River,Donald J Trump,1693,President,R,
Jackson,Donald J Trump,27211,President,R,
Jefferson,Donald J Trump,2939,President,R,
Josephine,Donald J Trump,13866,President,R,
Klamath,Donald J Trump,11277,President,R,
Lake,Donald J Trump,1722,President,R,
Lane,Donald J Trump,27866,President,R,
Lincoln,Donald J Trump,4616,President,R,
Linn,Donald J Trump,16635,President,R,
Malheur,Donald J Trump,3660,President,R,
Marion,Donald J Trump,29446,President,R,
Morrow,Donald J Trump,1521,President,R,
Multnomah,Donald J Trump,23662,President,R,
Polk,Donald J Trump,9449,President,R,
Sherman,Donald J Trump,458,President,R,
Tillamook,Donald J Trump,3209,President,R,
Umatilla,Donald J Trump,7769,President,R,
Union,Donald J Trump,5219,President,R,
Wallowa,Donald J Trump,1917,President,R,
Wasco,Donald J Trump,2756,President,R,
Washington,Donald J Trump,35805,President,R,
Wheeler,Donald J Trump,356,President,R,
Yamhill,Donald J Trump,11631,President,R,
Total,Donald J Trump,361010,President,R,
Baker,Misc.,127,President,R,
Benton,Misc.,699,President,R,
Clackamas,Misc.,2684,President,R,
Clatsop,Misc.,225,President,R,
Columbia,Misc.,297,President,R,
Coos,Misc.,303,President,R,
Crook,Misc.,119,President,R,
Curry,Misc.,122,President,R,
Deschutes,Misc.,1295,President,R,
Douglas,Misc.,566,President,R,
Gilliam,Misc.,18,President,R,
Grant,Misc.,48,President,R,
Harney,Misc.,50,President,R,
Hood River,Misc.,169,President,R,
Jackson,Misc.,1064,President,R,
Jefferson,Misc.,102,President,R,
Josephine,Misc.,481,President,R,
Klamath,Misc.,288,President,R,
Lake,Misc.,30,President,R,
Lane,Misc.,2202,President,R,
Lincoln,Misc.,317,President,R,
Linn,Misc.,719,President,R,
Malheur,Misc.,100,President,R,
Marion,Misc.,1895,President,R,
Morrow,Misc.,38,President,R,
Multnomah,Misc.,3457,President,R,
Polk,Misc.,552,President,R,
Sherman,Misc.,11,President,R,
Tillamook,Misc.,165,President,R,
Umatilla,Misc.,272,President,R,
Union,Misc.,179,President,R,
Wallowa,Misc.,56,President,R,
Wasco,Misc.,158,President,R,
Washington,Misc.,4672,President,R,
Wheeler,Misc.,15,President,R,
Yamhill,Misc.,752,President,R,
Total,Misc.,24247,President,R,
Baker,Paul J Romero Jr,993,US Senate,R,
Benton,Paul J Romero Jr,1737,US Senate,R,
Clackamas,Paul J Romero Jr,11946,US Senate,R,
Clatsop,Paul J Romero Jr,1288,US Senate,R,
Columbia,Paul J Romero Jr,1993,US Senate,R,
Coos,Paul J Romero Jr,2426,US Senate,R,
Crook,Paul J Romero Jr,1720,US Senate,R,
Curry,Paul J Romero Jr,1092,US Senate,R,
Deschutes,Paul J Romero Jr,6972,US Senate,R,
Douglas,Paul J Romero Jr,5953,US Senate,R,
Gilliam,Paul J Romero Jr,102,US Senate,R,
Grant,Paul J Romero Jr,560,US Senate,R,
Harney,Paul J Romero Jr,528,US Senate,R,
Hood River,Paul J Romero Jr,406,US Senate,R,
Jackson,Paul J Romero Jr,7682,US Senate,R,
Jefferson,Paul J Romero Jr,960,US Senate,R,
Josephine,Paul J Romero Jr,4135,US Senate,R,
Klamath,Paul J Romero Jr,3206,US Senate,R,
Lake,Paul J Romero Jr,492,US Senate,R,
Lane,Paul J Romero Jr,8625,US Senate,R,
Lincoln,Paul J Romero Jr,1516,US Senate,R,
Linn,Paul J Romero Jr,4623,US Senate,R,
Malheur,Paul J Romero Jr,1045,US Senate,R,
Marion,Paul J Romero Jr,8255,US Senate,R,
Morrow,Paul J Romero Jr,461,US Senate,R,
Multnomah,Paul J Romero Jr,7673,US Senate,R,
Polk,Paul J Romero Jr,2645,US Senate,R,
Sherman,Paul J Romero Jr,128,US Senate,R,
Tillamook,Paul J Romero Jr,926,US Senate,R,
Umatilla,Paul J Romero Jr,2240,US Senate,R,
Union,Paul J Romero Jr,1504,US Senate,R,
Wallowa,Paul J Romero Jr,482,US Senate,R,
Wasco,Paul J Romero Jr,760,US Senate,R,
Washington,Paul J Romero Jr,11023,US Senate,R,
Wheeler,Paul J Romero Jr,99,US Senate,R,
Yamhill,Paul J Romero Jr,3587,US Senate,R,
Total,Paul J Romero Jr,109783,US Senate,R,
Baker,Robert Schwartz,371,US Senate,R,
Benton,Robert Schwartz,565,US Senate,R,
Clackamas,Robert Schwartz,3968,US Senate,R,
Clatsop,Robert Schwartz,377,US Senate,R,
Columbia,Robert Schwartz,804,US Senate,R,
Coos,Robert Schwartz,1268,US Senate,R,
Crook,Robert Schwartz,432,US Senate,R,
Curry,Robert Schwartz,410,US Senate,R,
Deschutes,Robert Schwartz,1976,US Senate,R,
Douglas,Robert Schwartz,1875,US Senate,R,
Gilliam,Robert Schwartz,49,US Senate,R,
Grant,Robert Schwartz,199,US Senate,R,
Harney,Robert Schwartz,176,US Senate,R,
Hood River,Robert Schwartz,256,US Senate,R,
Jackson,Robert Schwartz,2561,US Senate,R,
Jefferson,Robert Schwartz,359,US Senate,R,
Josephine,Robert Schwartz,1416,US Senate,R,
Klamath,Robert Schwartz,1469,US Senate,R,
Lake,Robert Schwartz,193,US Senate,R,
Lane,Robert Schwartz,3484,US Senate,R,
Lincoln,Robert Schwartz,610,US Senate,R,
Linn,Robert Schwartz,1881,US Senate,R,
Malheur,Robert Schwartz,398,US Senate,R,
Marion,Robert Schwartz,3575,US Senate,R,
Morrow,Robert Schwartz,179,US Senate,R,
Multnomah,Robert Schwartz,2800,US Senate,R,
Polk,Robert Schwartz,1127,US Senate,R,
Sherman,Robert Schwartz,65,US Senate,R,
Tillamook,Robert Schwartz,450,US Senate,R,
Umatilla,Robert Schwartz,889,US Senate,R,
Union,Robert Schwartz,584,US Senate,R,
Wallowa,Robert Schwartz,198,US Senate,R,
Wasco,Robert Schwartz,553,US Senate,R,
Washington,Robert Schwartz,3460,US Senate,R,
Wheeler,Robert Schwartz,44,US Senate,R,
Yamhill,Robert Schwartz,1175,US Senate,R,
Total,Robert Schwartz,40196,US Senate,R,
Baker,Jo Rae Perkins,1471,US Senate,R,
Benton,Jo Rae Perkins,3309,US Senate,R,
Clackamas,Jo Rae Perkins,20416,US Senate,R,
Clatsop,Jo Rae Perkins,1612,US Senate,R,
Columbia,Jo Rae Perkins,2447,US Senate,R,
Coos,Jo Rae Perkins,3250,US Senate,R,
Crook,Jo Rae Perkins,1930,US Senate,R,
Curry,Jo Rae Perkins,1485,US Senate,R,
Deschutes,Jo Rae Perkins,10777,US Senate,R,
Douglas,Jo Rae Perkins,6675,US Senate,R,
Gilliam,Jo Rae Perkins,160,US Senate,R,
Grant,Jo Rae Perkins,626,US Senate,R,
Harney,Jo Rae Perkins,748,US Senate,R,
Hood River,Jo Rae Perkins,800,US Senate,R,
Jackson,Jo Rae Perkins,13376,US Senate,R,
Jefferson,Jo Rae Perkins,1193,US Senate,R,
Josephine,Jo Rae Perkins,6655,US Senate,R,
Klamath,Jo Rae Perkins,4783,US Senate,R,
Lake,Jo Rae Perkins,703,US Senate,R,
Lane,Jo Rae Perkins,13484,US Senate,R,
Lincoln,Jo Rae Perkins,2102,US Senate,R,
Linn,Jo Rae Perkins,8832,US Senate,R,
Malheur,Jo Rae Perkins,1610,US Senate,R,
Marion,Jo Rae Perkins,15729,US Senate,R,
Morrow,Jo Rae Perkins,594,US Senate,R,
Multnomah,Jo Rae Perkins,13362,US Senate,R,
Polk,Jo Rae Perkins,5108,US Senate,R,
Sherman,Jo Rae Perkins,168,US Senate,R,
Tillamook,Jo Rae Perkins,1405,US Senate,R,
Umatilla,Jo Rae Perkins,3562,US Senate,R,
Union,Jo Rae Perkins,2250,US Senate,R,
Wallowa,Jo Rae Perkins,917,US Senate,R,
Wasco,Jo Rae Perkins,1170,US Senate,R,
Washington,Jo Rae Perkins,19381,US Senate,R,
Wheeler,Jo Rae Perkins,145,US Senate,R,
Yamhill,Jo Rae Perkins,5769,US Senate,R,
